no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,3,0,0.0,0,85,2018,8,3,4,0.0,0.0,0.0,119.7,0,0
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,109.0,0,1
2,0,2,2,3,0.0,0,44,2018,12,2,4,0.0,0.0,0.0,74.8,1,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
1,0,2,2,0,0.0,0,107,2018,10,23,3,0.0,0.0,0.0,75.14,0,1
1,0,1,2,0,0.0,0,253,2018,9,26,4,0.0,0.0,0.0,2.0,0,1
3,0,0,1,0,0.0,0,27,2017,9,23,3,0.0,0.0,0.0,128.2,1,1
3,0,0,1,0,0.0,0,23,2018,10,27,3,0.0,0.0,0.0,119.4,1,1
2,0,2,2,0,0.0,0,99,2017,10,30,3,0.0,0.0,0.0,65.0,0,0
1,0,1,1,0,0.0,0,12,2018,12,12,2,0.0,0.0,0.0,79.0,0,1
1,0,0,1,0,0.6931471805599453,3,2,2018,4,20,2,0.6931471805599453,0.0,1.3862943611198906,119.0,1,1
1,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,95.0,0,1
2,0,1,1,0,0.0,6,0,2018,12,19,1,0.6931471805599453,1.6094379124341003,3.044522437723423,0.0,2,1
1,0,1,2,0,0.0,0,1,2018,5,6,2,0.0,0.0,0.0,105.0,0,1
2,0,1,2,0,0.0,0,59,2018,7,1,3,0.0,0.0,0.0,85.0,0,1
2,2,2,5,0,0.0,5,296,2018,7,24,4,0.0,0.0,0.0,158.4,0,0
2,0,0,1,0,0.0,0,180,2017,10,16,3,0.0,0.0,0.0,70.0,0,0
2,0,0,1,0,0.0,0,1,2018,7,20,4,0.0,0.0,0.0,111.0,1,1
2,0,0,3,0,0.0,0,12,2017,8,5,2,0.0,0.0,0.0,65.0,0,1
1,0,2,3,0,0.0,0,16,2018,11,6,4,0.0,0.0,0.0,169.6,1,1
1,0,2,1,0,0.0,0,1,2018,2,28,3,0.0,0.0,0.0,60.0,0,0
1,0,0,2,1,0.0,0,74,2017,9,18,3,0.0,0.0,0.0,80.0,0,1
3,0,0,3,0,0.0,0,54,2018,12,20,3,0.0,0.0,0.0,98.1,1,1
2,0,2,1,0,0.0,0,277,2018,11,13,4,0.0,0.0,0.0,60.29,4,1
2,0,2,2,0,0.0,3,26,2018,11,13,4,0.0,0.0,0.0,96.9,1,0
2,0,1,2,0,0.0,0,55,2018,9,2,4,0.0,0.0,0.0,109.8,1,1
2,0,2,3,0,0.0,0,116,2018,5,15,4,0.0,0.0,0.0,99.45,1,1
2,0,0,1,0,0.0,0,26,2017,9,8,4,0.0,0.0,0.0,105.0,0,1
2,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,105.0,0,1
2,0,1,2,0,0.0,0,64,2018,4,29,4,0.0,0.0,0.0,126.9,1,0
2,0,0,4,0,0.0,0,204,2017,8,12,4,0.0,0.0,0.0,76.5,3,1
1,0,1,2,0,0.0,4,276,2018,11,28,2,0.0,0.0,0.0,106.0,0,0
2,0,0,2,0,0.0,0,172,2018,8,17,4,0.0,0.0,0.0,109.8,0,0
2,0,0,4,1,0.0,0,261,2018,11,15,4,0.0,0.0,0.0,106.25,1,0
2,0,2,2,0,0.0,3,59,2018,12,4,4,0.0,0.0,0.0,96.9,1,1
2,0,0,1,0,0.0,0,6,2017,11,4,4,0.0,0.0,0.0,89.0,0,1
2,0,2,2,0,0.0,0,4,2018,2,12,3,0.0,0.0,0.0,85.0,0,1
2,0,0,2,0,0.0,0,74,2018,12,9,3,0.0,0.0,0.0,75.0,0,1
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,1,2,5,0,0.0,0,54,2018,7,2,4,0.0,0.0,0.0,146.7,0,0
2,3,0,2,0,0.0,6,114,2018,8,2,4,0.0,0.0,0.0,266.3,0,0
2,0,2,5,0,0.0,3,91,2018,7,3,4,0.0,0.0,0.0,127.8,0,1
1,0,0,3,1,0.0,0,71,2018,5,10,3,0.0,0.0,0.0,98.0,0,1
2,0,2,2,0,0.0,0,123,2018,5,13,4,0.0,0.0,0.0,113.55,0,0
2,0,0,1,0,0.0,0,5,2017,8,12,3,0.0,0.0,0.0,75.0,0,1
3,0,1,1,0,0.0,3,17,2018,7,11,4,0.0,0.0,0.0,187.0,0,1
2,1,1,3,0,0.0,3,38,2018,4,21,4,0.0,0.0,0.0,118.8,0,0
1,0,1,2,0,0.0,0,180,2018,10,10,3,0.0,0.0,0.0,120.0,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,0,2,3,0.0,0,87,2018,6,10,3,0.0,0.0,0.0,72.25,0,1
2,0,1,4,0,0.0,0,9,2017,8,31,4,0.0,0.0,0.0,109.0,2,1
2,0,2,2,0,0.0,3,14,2018,12,3,4,0.0,0.0,0.0,98.39,0,1
2,0,0,4,0,0.0,0,262,2018,9,13,4,0.0,0.0,0.0,100.3,0,0
2,0,2,1,0,0.0,0,205,2018,5,29,3,0.0,0.0,0.0,90.0,0,0
2,0,0,2,0,0.0,0,11,2017,8,18,2,0.0,0.0,0.0,75.0,0,0
2,0,0,1,1,0.0,0,219,2017,9,4,3,0.0,0.0,0.0,108.0,0,0
2,0,2,2,0,0.0,0,124,2018,7,17,4,0.0,0.0,0.0,99.45,1,1
1,0,1,0,0,0.0,0,2,2018,1,4,4,0.0,0.0,0.0,76.0,1,1
2,0,1,1,1,0.0,0,247,2018,6,6,3,0.0,0.0,0.0,109.0,0,0
2,0,2,3,0,0.0,3,107,2018,5,7,3,0.0,0.0,0.0,90.95,0,1
1,0,1,1,0,0.0,0,4,2017,8,17,4,0.0,0.0,0.0,128.0,3,1
2,0,0,2,0,0.0,0,50,2018,11,11,4,0.0,0.0,0.0,97.2,1,1
2,0,0,1,3,0.0,0,18,2018,4,2,4,0.0,0.0,0.0,129.0,1,1
2,0,0,2,3,0.0,1,78,2018,4,8,4,0.0,0.0,0.0,85.5,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
2,0,2,1,0,0.0,0,6,2017,10,11,3,0.0,0.0,0.0,100.8,0,1
2,0,0,1,0,0.6931471805599453,0,80,2017,12,31,4,0.0,0.0,0.0,122.4,1,1
2,2,2,1,0,0.0,3,2,2018,4,23,4,0.0,0.0,0.0,244.8,1,1
2,0,2,4,0,0.0,0,78,2018,3,25,3,0.0,0.0,0.0,48.33,0,1
1,0,0,1,0,0.0,0,9,2017,12,10,2,0.0,0.0,0.0,65.0,0,1
2,0,0,2,1,0.0,0,74,2017,9,18,3,0.0,0.0,0.0,109.0,0,1
1,0,0,1,0,0.0,0,11,2018,9,20,4,0.0,0.0,0.0,139.0,1,1
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,0,0,3,0,0.0,5,159,2018,5,26,4,0.0,0.0,0.0,198.9,0,0
3,0,0,1,0,0.0,0,220,2018,9,29,3,0.0,0.0,0.0,105.4,2,0
2,0,2,4,0,0.0,0,118,2018,11,13,4,0.0,0.0,0.0,86.67,1,1
3,0,1,2,0,0.0,3,40,2018,4,1,4,0.0,0.0,0.0,150.3,0,0
1,0,1,5,0,0.0,0,177,2018,3,21,3,0.0,0.0,0.0,75.2,0,1
2,0,0,3,0,0.0,0,7,2017,10,7,4,0.0,0.0,0.0,164.0,2,1
2,0,2,2,0,0.0,0,18,2018,2,21,3,0.0,0.0,0.0,87.0,0,1
1,0,0,1,0,0.0,3,14,2018,9,22,4,0.0,0.0,0.0,184.0,2,1
1,0,2,1,0,0.0,0,116,2018,2,28,3,0.0,0.0,0.0,75.0,0,1
2,0,0,1,0,0.0,0,91,2018,10,7,4,0.0,0.0,0.0,106.92,1,0
2,0,1,3,0,0.0,1,62,2018,2,15,4,0.0,0.0,0.0,65.66,1,1
2,0,0,2,0,0.0,3,11,2018,12,30,4,0.0,0.0,0.0,1.48,0,1
2,0,2,5,0,0.0,3,122,2018,12,24,4,0.0,0.0,0.0,77.44,1,0
2,0,0,2,0,0.0,0,27,2017,9,30,3,0.0,0.0,0.0,108.0,0,1
3,0,0,1,0,0.0,3,10,2018,3,29,4,0.0,0.0,0.0,137.0,0,0
2,0,0,4,0,0.0,0,98,2018,12,21,3,0.0,0.0,0.0,75.0,0,1
2,0,0,3,0,0.0,0,259,2018,5,5,3,0.0,0.0,0.0,90.0,0,0
3,0,2,3,0,0.0,0,66,2017,12,31,4,0.0,0.0,0.0,111.92,0,1
2,0,0,1,0,0.0,0,40,2018,6,9,4,0.0,0.0,0.0,108.9,1,1
2,1,2,3,3,0.0,0,225,2018,12,29,4,0.0,0.0,0.0,71.91,0,0
1,0,2,4,0,0.0,0,69,2018,6,12,3,0.0,0.0,0.0,120.0,0,0
2,0,2,3,0,0.0,0,104,2018,11,12,4,0.0,0.0,0.0,69.3,1,1
2,0,1,2,3,0.0,0,0,2018,7,8,4,0.0,0.0,0.0,135.67,0,1
2,0,1,4,0,0.0,0,58,2017,12,28,4,0.0,0.0,0.0,109.4,2,1
2,0,1,3,0,0.0,0,55,2018,11,14,4,0.0,0.0,0.0,88.4,2,1
1,0,0,1,0,0.0,0,59,2018,1,28,3,0.0,0.0,0.0,80.0,0,1
2,0,0,3,0,0.0,0,12,2017,8,5,2,0.0,0.0,0.0,65.0,0,1
2,2,2,6,0,0.0,5,291,2018,12,24,4,0.0,0.0,0.0,146.2,0,1
2,0,1,2,0,0.0,0,10,2018,11,25,4,0.0,0.0,0.0,108.67,2,1
2,0,0,2,0,0.0,0,43,2018,12,2,3,0.0,0.0,0.0,72.0,1,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
2,0,2,6,0,0.0,0,119,2018,8,13,3,0.0,0.0,0.0,72.25,0,1
2,0,0,2,1,0.0,0,273,2017,7,17,3,0.0,0.0,0.0,109.0,0,0
2,2,2,4,0,0.0,5,21,2018,6,10,4,0.0,0.0,0.0,206.0,0,0
1,0,1,0,0,0.0,0,0,2017,11,15,4,0.0,0.0,0.0,74.69,0,1
2,0,0,1,0,0.6931471805599453,3,238,2018,6,18,4,0.0,0.0,0.0,115.2,1,0
2,0,0,3,1,0.0,0,38,2017,12,31,3,0.0,0.0,0.0,137.33,0,1
2,0,0,3,3,0.0,0,48,2018,3,2,4,0.0,0.0,0.0,73.1,1,0
2,0,1,3,0,0.6931471805599453,3,10,2017,12,28,4,0.0,0.0,0.0,136.0,1,1
2,0,2,0,1,0.0,0,75,2018,10,30,3,0.0,0.0,0.0,105.0,0,0
0,2,2,0,0,0.0,1,34,2018,9,18,4,0.0,0.0,0.0,124.25,1,1
2,0,0,2,0,0.0,3,64,2018,5,27,4,0.0,0.0,0.0,140.4,0,0
2,0,0,1,3,0.0,3,2,2018,9,22,4,0.0,0.0,0.0,155.81,0,1
2,0,2,0,1,0.0,0,386,2018,10,23,3,0.0,0.0,0.0,115.0,1,0
2,0,0,1,3,0.0,0,1,2018,3,5,4,0.0,0.0,0.0,98.0,0,1
1,0,0,2,0,0.0,0,103,2018,4,19,3,0.0,0.0,0.0,115.0,0,0
2,0,2,2,0,0.0,0,13,2018,3,27,3,0.0,0.0,0.0,79.15,0,1
2,0,0,1,0,0.0,3,39,2018,4,21,4,0.0,0.0,0.0,118.8,1,1
2,0,0,1,0,0.0,0,17,2018,12,31,3,0.0,0.0,0.0,80.0,0,1
2,1,1,3,1,0.0,0,84,2018,10,31,4,0.0,0.0,0.0,149.18,1,1
1,0,0,2,0,0.0,0,181,2018,10,11,3,0.0,0.0,0.0,120.0,0,0
1,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,87.0,0,1
2,0,2,1,1,0.0,0,103,2017,7,18,3,0.0,0.0,0.0,94.5,0,1
1,1,1,1,1,0.0,0,131,2018,7,25,4,0.0,0.0,0.0,164.25,0,0
2,0,1,1,0,0.0,0,275,2018,6,4,3,0.0,0.0,0.0,62.8,0,0
2,0,1,0,3,0.0,0,0,2017,8,10,4,0.0,0.0,0.0,75.0,0,0
2,0,1,3,0,0.0,0,189,2018,8,8,3,0.0,0.0,0.0,72.25,0,1
2,0,0,2,0,0.0,0,17,2017,10,16,3,0.0,0.0,0.0,48.0,0,1
2,0,2,3,3,0.0,0,18,2018,6,30,4,0.0,0.0,0.0,139.0,1,1
2,0,1,2,0,0.0,0,5,2017,10,19,3,0.0,0.0,0.0,90.0,0,1
1,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,90.0,0,0
2,0,0,2,3,0.0,0,111,2018,8,12,4,0.0,0.0,0.0,107.1,1,1
2,0,1,3,0,0.0,3,103,2018,5,5,4,0.0,0.0,0.0,95.88,1,1
2,2,2,1,0,0.0,5,30,2018,6,18,4,0.0,0.0,0.0,198.9,3,1
1,0,1,3,3,0.0,0,47,2018,11,7,4,0.0,0.0,0.0,152.2,0,0
2,0,0,2,3,0.0,0,154,2018,12,8,4,0.0,0.0,0.0,79.2,2,1
1,0,0,3,0,0.0,0,151,2018,1,19,3,0.0,0.0,0.0,80.0,0,1
2,0,2,2,0,0.0,0,121,2018,7,3,4,0.0,0.0,0.0,107.95,0,0
1,0,1,0,0,0.0,0,111,2018,10,10,3,0.0,0.0,0.0,120.0,0,0
2,0,0,2,0,0.0,0,4,2018,3,24,4,0.0,0.0,0.0,146.0,1,1
2,0,2,2,0,0.0,3,30,2018,5,20,4,0.0,0.0,0.0,140.4,0,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,0,1,1,0.0,0,40,2018,7,26,3,0.0,0.0,0.0,125.0,1,1
2,0,0,4,0,0.0,3,92,2018,4,6,4,0.0,0.0,0.0,95.2,0,0
2,0,0,1,0,0.6931471805599453,0,49,2018,3,23,4,0.0,0.0,0.0,110.0,0,1
2,0,1,2,0,0.0,0,23,2018,11,25,4,0.0,0.0,0.0,104.0,1,1
2,0,0,1,0,0.0,0,9,2018,5,31,4,0.0,0.0,0.0,111.35,0,0
2,0,2,3,0,0.0,0,89,2018,4,10,4,0.0,0.0,0.0,90.95,1,1
2,0,1,0,0,0.0,0,258,2018,10,16,3,0.0,0.0,0.0,110.0,0,0
2,0,1,3,0,0.0,0,153,2018,10,17,4,0.0,0.0,0.0,118.8,2,0
1,0,0,1,0,0.0,0,17,2017,10,30,3,0.0,0.0,0.0,95.0,0,1
2,0,0,3,0,0.0,0,108,2018,9,27,3,0.0,0.0,0.0,80.75,0,1
2,0,1,2,3,0.0,0,80,2018,3,25,4,0.0,0.0,0.0,65.83,0,1
2,0,0,3,3,0.0,0,122,2018,6,9,4,0.0,0.0,0.0,116.1,0,0
1,0,2,5,0,0.0,0,8,2017,9,23,4,0.0,0.0,0.0,187.43,2,1
2,1,1,0,0,0.0,0,15,2018,9,12,4,0.0,0.0,0.0,127.0,2,1
2,0,1,4,0,0.0,0,45,2018,12,26,4,0.0,0.0,0.0,104.72,2,1
2,0,2,0,0,0.0,0,118,2017,7,19,4,0.0,0.0,0.0,85.5,1,0
1,0,2,1,1,0.0,0,117,2017,8,1,3,0.0,0.0,0.0,72.5,0,1
2,0,0,1,3,0.0,0,2,2018,1,9,4,0.0,0.0,0.0,69.5,0,1
1,0,1,2,0,0.0,0,123,2018,4,29,4,0.0,0.0,0.0,93.9,0,0
2,0,0,3,3,0.0,0,188,2018,10,27,4,0.0,0.0,0.0,85.5,2,0
1,0,0,1,0,0.6931471805599453,0,1,2018,10,11,2,0.0,0.0,0.0,67.0,0,1
2,0,0,2,0,0.0,0,14,2018,7,21,2,0.0,0.0,0.0,105.0,0,1
1,0,0,2,0,0.0,0,29,2018,12,2,2,0.0,0.0,0.0,66.18,1,1
3,0,0,4,0,0.0,3,183,2018,10,26,4,0.0,0.0,0.0,123.3,2,0
2,1,2,3,0,0.0,0,46,2018,5,8,4,0.0,0.0,0.0,143.1,0,0
2,2,2,2,1,0.0,5,163,2018,12,23,4,0.0,0.0,0.0,192.95,0,1
2,0,2,3,0,0.0,0,22,2017,9,4,4,0.0,0.0,0.0,75.6,0,1
1,0,1,2,3,0.0,0,7,2018,10,3,4,0.0,0.0,0.0,103.18,3,1
2,0,1,2,0,0.0,0,96,2018,4,18,4,0.0,0.0,0.0,87.3,1,1
1,0,0,3,0,0.0,0,71,2018,6,14,3,0.0,0.0,0.0,120.0,0,1
3,0,2,1,0,0.0,3,32,2018,1,24,2,0.0,0.0,0.0,95.0,1,1
1,0,0,1,0,0.0,0,6,2018,5,12,2,0.0,0.0,0.0,129.0,0,1
2,1,0,3,0,0.0,5,18,2018,4,20,4,0.0,0.0,0.0,167.74,2,1
2,0,0,3,3,0.0,0,39,2018,11,10,4,0.0,0.0,0.0,135.0,1,1
2,0,2,4,0,0.0,3,12,2017,12,30,4,0.0,0.0,0.0,118.67,0,1
2,0,2,1,0,0.0,0,89,2017,11,28,4,0.0,0.0,0.0,55.63,2,1
1,1,1,0,0,0.6931471805599453,0,22,2018,8,1,4,0.0,0.0,0.0,138.0,1,1
2,0,1,1,0,0.0,3,151,2018,7,11,3,0.0,0.0,0.0,82.45,1,0
2,0,1,2,0,0.0,0,207,2018,12,30,3,0.0,0.0,0.0,161.67,0,1
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,101.5,0,1
2,0,0,2,3,0.0,0,39,2018,7,1,4,0.0,0.0,0.0,107.1,0,1
2,0,2,3,0,0.0,3,126,2018,9,15,4,0.0,0.0,0.0,147.1,4,1
1,0,0,2,0,0.0,0,19,2018,11,1,4,0.0,0.0,0.0,112.0,0,0
1,0,0,1,0,0.0,0,55,2018,7,7,2,0.0,0.0,0.0,79.0,0,1
1,0,0,1,0,0.0,0,4,2018,1,20,4,0.0,0.0,0.0,80.0,1,1
2,0,2,3,0,0.0,0,19,2018,11,13,3,0.0,0.0,0.0,80.0,0,1
2,0,0,3,0,0.0,4,146,2018,8,9,3,0.0,0.0,0.0,113.56,0,1
2,2,2,3,0,0.0,4,89,2018,12,22,4,0.0,0.0,0.0,94.72,0,1
3,0,0,3,0,0.0,0,91,2018,12,8,3,0.0,0.0,0.0,92.65,0,1
2,0,0,3,3,0.0,0,164,2018,7,21,4,0.0,0.0,0.0,94.5,0,0
2,0,1,3,0,0.0,0,55,2018,9,26,4,0.0,0.0,0.0,135.9,2,1
2,0,0,2,0,0.0,0,48,2018,7,27,4,0.0,0.0,0.0,135.9,0,1
3,0,1,2,0,0.6931471805599453,3,160,2018,8,22,4,0.0,0.0,0.0,146.7,0,0
2,0,1,2,0,0.0,0,273,2018,5,13,3,0.0,0.0,0.0,95.0,0,0
2,0,2,4,0,0.0,1,296,2017,10,24,4,0.0,0.0,0.0,56.01,0,0
2,0,0,2,0,0.0,0,177,2018,6,3,3,0.0,0.0,0.0,100.0,0,0
2,0,0,2,1,0.0,0,39,2017,8,14,3,0.0,0.0,0.0,109.0,0,1
2,0,0,1,1,0.0,0,55,2018,4,6,3,0.0,0.0,0.0,104.0,0,1
2,0,2,0,0,0.0,0,55,2018,3,13,3,0.0,0.0,0.0,63.0,0,1
2,0,0,1,1,0.0,0,13,2018,4,28,4,0.0,0.0,0.0,169.0,0,0
2,0,2,1,0,0.0,0,39,2018,7,2,4,0.0,0.0,0.0,117.9,0,0
1,0,1,0,0,0.0,0,18,2018,6,20,2,0.6931471805599453,0.0,2.3978952727983707,65.0,0,1
2,0,0,1,3,0.0,0,6,2018,2,20,4,0.0,0.0,0.0,79.0,1,1
1,0,2,1,0,0.0,0,1,2018,2,28,3,0.0,0.0,0.0,60.0,0,0
2,0,2,1,0,0.0,0,30,2018,10,16,3,0.0,0.0,0.0,85.0,0,1
2,0,1,3,3,0.0,0,68,2018,4,28,4,0.0,0.0,0.0,104.76,2,1
2,0,1,3,3,0.0,0,240,2018,10,27,4,0.0,0.0,0.0,80.75,0,0
2,0,2,2,0,0.0,0,2,2018,5,15,3,0.0,0.0,0.0,81.75,0,1
2,0,0,3,0,0.0,0,314,2018,10,12,3,0.0,0.0,0.0,75.0,0,0
3,0,1,1,0,0.0,3,108,2018,8,27,4,0.0,0.0,0.0,150.3,3,1
2,0,0,3,0,0.0,0,51,2018,11,17,4,0.0,0.0,0.0,68.47,1,1
2,0,2,2,0,0.0,0,5,2018,8,13,4,0.0,0.0,0.0,170.0,1,1
2,0,1,3,0,0.0,3,58,2018,4,25,4,0.0,0.0,0.0,86.72,1,1
2,0,0,2,0,0.0,0,31,2018,9,8,4,0.0,0.0,0.0,135.9,2,1
1,0,0,1,0,0.0,0,10,2017,12,10,2,0.6931471805599453,0.0,1.9459101490553132,74.0,0,1
2,0,1,2,0,0.0,0,267,2018,9,30,3,0.0,0.0,0.0,95.0,0,0
2,0,0,2,3,0.0,0,180,2018,8,25,4,0.0,0.0,0.0,85.5,0,0
1,0,0,2,0,0.0,0,103,2018,4,19,3,0.0,0.0,0.0,115.0,0,0
1,0,0,1,3,0.0,0,14,2018,11,2,4,0.0,0.0,0.0,100.0,1,1
3,0,1,5,0,0.0,3,71,2018,4,25,4,0.0,0.0,0.0,131.18,0,1
2,0,2,2,3,0.0,0,2,2017,8,21,4,0.0,0.0,0.0,89.0,2,1
2,0,0,2,3,0.0,0,61,2018,3,4,4,0.0,0.0,0.0,89.5,0,1
2,0,1,3,0,0.0,0,6,2017,9,10,4,0.0,0.0,0.0,116.25,2,1
2,0,0,2,0,0.0,0,101,2018,6,17,3,0.0,0.0,0.0,95.88,0,0
2,0,2,3,0,0.0,0,256,2018,10,16,4,0.0,0.0,0.0,100.75,0,0
2,0,0,2,0,0.0,3,36,2018,4,29,4,0.0,0.0,0.0,140.4,1,1
2,1,0,1,0,0.0,0,135,2018,8,13,4,0.0,0.0,0.0,130.5,1,1
2,0,2,2,0,0.0,0,68,2017,10,11,4,0.0,0.0,0.0,89.25,1,0
2,0,0,3,0,0.0,0,314,2018,10,12,3,0.0,0.0,0.0,75.0,0,0
2,0,2,2,0,0.0,0,60,2018,3,20,3,0.0,0.0,0.0,75.0,0,0
2,0,2,4,0,0.0,3,64,2018,4,23,4,0.0,0.0,0.0,112.48,1,1
2,0,0,2,0,0.0,0,106,2017,9,4,4,0.0,0.0,0.0,89.25,0,0
2,0,1,3,0,0.0,0,210,2017,10,8,3,0.0,0.0,0.0,72.75,0,1
2,2,0,2,0,0.0,6,20,2018,7,29,4,0.0,0.0,0.0,210.57,2,1
3,0,2,3,0,0.0,3,86,2018,12,24,4,0.0,0.0,0.0,119.0,2,1
2,2,0,1,0,0.0,5,0,2018,12,6,4,0.0,0.0,0.0,174.0,0,1
2,0,2,2,0,0.0,0,2,2018,5,15,3,0.0,0.0,0.0,81.75,0,1
2,0,1,3,0,0.0,3,79,2018,12,26,4,0.0,0.0,0.0,105.61,0,0
1,0,0,2,1,0.0,0,257,2017,7,1,3,0.0,0.0,0.0,80.0,0,1
1,0,0,2,0,0.0,0,4,2018,4,19,0,0.0,0.0,0.0,95.0,0,1
1,0,1,0,0,0.0,0,5,2018,11,28,2,0.0,0.0,0.0,77.0,0,1
2,0,0,4,0,0.0,3,11,2018,11,2,4,0.0,0.0,0.0,119.0,0,1
2,0,2,2,3,0.0,0,99,2018,4,8,4,0.0,0.0,0.0,83.25,0,0
1,0,0,3,0,0.0,0,271,2018,9,21,3,0.0,0.0,0.0,85.67,0,1
3,0,1,2,0,0.0,3,124,2018,6,3,4,0.0,0.0,0.0,159.3,0,0
1,0,1,2,0,0.0,0,3,2018,1,18,2,0.6931471805599453,1.0986122886681098,2.8903717578961645,66.0,0,1
2,1,1,3,1,0.0,0,84,2018,10,31,4,0.0,0.0,0.0,149.18,1,1
2,0,2,2,0,0.0,0,195,2018,10,28,4,0.0,0.0,0.0,96.3,2,1
2,2,2,3,0,0.0,1,188,2018,8,25,4,0.0,0.0,0.0,84.82,1,1
2,0,0,2,1,0.0,0,273,2017,7,17,3,0.0,0.0,0.0,109.0,0,0
2,0,2,1,0,0.0,3,48,2018,11,5,4,0.0,0.0,0.0,131.72,2,1
3,0,0,1,0,0.0,3,52,2018,7,23,4,0.0,0.0,0.0,168.3,1,1
2,0,0,1,3,0.0,0,9,2018,2,3,4,0.0,0.0,0.0,90.0,0,1
2,0,2,3,0,0.0,0,120,2018,3,27,4,0.0,0.0,0.0,84.15,0,0
2,0,1,2,0,0.0,0,14,2018,2,19,3,0.0,0.0,0.0,40.67,0,1
2,0,0,1,0,0.0,3,62,2018,4,22,4,0.0,0.0,0.0,91.48,1,1
2,0,1,4,0,0.0,1,137,2018,11,28,4,0.0,0.0,0.0,85.16,1,0
2,0,0,2,3,0.0,0,47,2018,9,9,4,0.0,0.0,0.0,125.1,2,1
2,0,1,3,0,0.0,0,65,2018,5,9,4,0.0,0.0,0.0,119.85,0,1
2,0,0,1,0,0.0,0,40,2018,2,27,3,0.0,0.0,0.0,65.0,0,1
2,1,0,3,1,0.0,0,127,2018,6,2,4,0.0,0.0,0.0,185.85,1,1
2,0,1,3,0,0.0,3,85,2017,12,17,3,0.0,0.0,0.0,60.0,0,1
3,0,2,1,0,0.0,3,80,2018,10,16,4,0.0,0.0,0.0,151.2,1,0
2,2,0,1,0,0.6931471805599453,5,5,2018,5,27,4,0.0,0.0,0.0,250.0,1,1
2,1,1,0,0,0.0,0,12,2018,5,2,4,0.0,0.0,0.0,141.0,2,1
1,0,0,2,0,0.0,0,15,2017,12,10,2,0.0,0.0,0.0,65.0,0,1
2,0,2,5,0,0.0,0,89,2018,3,21,4,0.0,0.0,0.0,83.66,1,1
2,1,2,1,0,0.0,3,125,2018,5,15,4,0.0,0.0,0.0,101.49,2,1
2,0,0,1,0,0.0,0,0,2017,11,6,4,0.0,0.0,0.0,95.0,1,1
2,0,1,1,0,0.0,0,180,2018,5,2,4,0.0,0.0,0.0,0.0,1,1
2,0,1,5,0,0.0,3,115,2018,2,29,4,0.0,0.0,0.0,102.33,1,1
2,0,1,4,0,0.0,3,144,2018,5,25,4,0.0,0.0,0.0,92.55,0,1
2,0,2,2,0,0.0,0,74,2017,10,17,4,0.0,0.0,0.0,68.5,0,1
2,0,0,3,0,0.0,0,37,2018,10,13,3,0.0,0.0,0.0,105.0,0,1
2,0,1,3,0,0.0,0,9,2018,1,28,4,0.0,0.0,0.0,70.4,0,1
1,0,2,5,0,0.0,0,75,2018,3,19,4,0.0,0.0,0.0,74.68,0,1
2,0,1,1,3,0.0,0,6,2018,2,20,4,0.0,0.0,0.0,81.0,0,1
2,0,0,2,0,0.0,0,86,2017,9,9,2,0.0,0.0,0.0,100.0,0,1
2,0,0,4,1,0.0,0,65,2018,11,23,3,0.0,0.0,0.0,105.0,0,1
2,0,0,2,0,0.0,3,101,2018,7,22,4,0.0,0.0,0.0,123.3,0,0
2,0,2,2,0,0.0,0,99,2017,10,30,3,0.0,0.0,0.0,65.0,0,0
2,0,2,8,0,0.0,1,302,2018,8,2,4,0.0,0.0,0.0,74.6,1,1
2,0,0,1,3,0.0,0,3,2018,6,23,4,0.0,0.0,0.0,97.0,1,1
2,0,0,4,0,0.0,0,92,2017,11,10,4,0.0,0.0,0.0,72.25,2,0
1,0,0,2,1,0.0,0,257,2017,7,1,3,0.0,0.0,0.0,80.0,0,1
2,0,2,2,0,0.0,0,81,2018,12,4,3,0.0,0.0,0.0,75.0,0,1
1,0,0,1,0,0.0,0,2,2017,9,9,2,0.0,0.0,0.0,65.0,0,1
